LAST SEEN   TYPE     REASON              OBJECT                                               MESSAGE
35s         Normal   Scheduled           pod/envmanager-76c64c8cc9-fwlgv                      Successfully assigned turbo-engine-e2e/envmanager-76c64c8cc9-fwlgv to turbo-engine-e2e-control-plane
35s         Normal   Scheduled           pod/explorer-5465b84fd-r27cb                         Successfully assigned turbo-engine-e2e/explorer-5465b84fd-r27cb to turbo-engine-e2e-control-plane
35s         Normal   SuccessfulCreate    replicaset/otel-collector-8584bc4d4c                 Created pod: otel-collector-8584bc4d4c-rz8xb
35s         Normal   ScalingReplicaSet   deployment/envmanager                                Scaled up replica set envmanager-76c64c8cc9 from 0 to 1
34s         Normal   Created             pod/envmanager-76c64c8cc9-fwlgv                      Container created
34s         Normal   Created             pod/turbo-engine-operator-7cd95f4bc4-xf7xz           Container created
34s         Normal   Pulled              pod/envmanager-76c64c8cc9-fwlgv                      Container image "turbo-engine/envmanager:e2e" already present on machine and can be accessed by the pod
34s         Normal   Pulled              pod/explorer-5465b84fd-r27cb                         Container image "turbo-engine/explorer:e2e" already present on machine and can be accessed by the pod
34s         Normal   Created             pod/explorer-5465b84fd-r27cb                         Container created
34s         Normal   Started             pod/explorer-5465b84fd-r27cb                         Container started
34s         Normal   Pulled              pod/registry-7d5f66bcd8-k7c8g                        Container image "turbo-engine/registry:e2e" already present on machine and can be accessed by the pod
34s         Normal   Created             pod/registry-7d5f66bcd8-k7c8g                        Container created
34s         Normal   Started             pod/registry-7d5f66bcd8-k7c8g                        Container started
34s         Normal   Pulled              pod/gateway-586c64fdf5-zww2x                         Container image "turbo-engine/gateway:e2e" already present on machine and can be accessed by the pod
34s         Normal   Created             pod/gateway-586c64fdf5-zww2x                         Container created
34s         Normal   Started             pod/gateway-586c64fdf5-zww2x                         Container started
34s         Normal   Pulled              pod/turbo-engine-operator-7cd95f4bc4-xf7xz           Container image "turbo-engine/operator:e2e" already present on machine and can be accessed by the pod
34s         Normal   Started             pod/envmanager-76c64c8cc9-fwlgv                      Container started
34s         Normal   Started             pod/turbo-engine-operator-7cd95f4bc4-xf7xz           Container started
34s         Normal   Pulling             pod/jaeger-54885dfdf-mbddh                           Pulling image "jaegertracing/all-in-one:1.54"
34s         Normal   Created             pod/builder-678474bf88-sfkml                         Container created
34s         Normal   Started             pod/builder-678474bf88-sfkml                         Container started
34s         Normal   Pulling             pod/otel-collector-8584bc4d4c-rz8xb                  Pulling image "otel/opentelemetry-collector-contrib:0.96.0"
34s         Normal   Started             pod/console-78fbd5c84-rxrwm                          Container started
34s         Normal   Created             pod/console-78fbd5c84-rxrwm                          Container created
34s         Normal   Pulled              pod/console-78fbd5c84-rxrwm                          Container image "turbo-engine/console:e2e" already present on machine and can be accessed by the pod
32s         Normal   Started             pod/jaeger-54885dfdf-mbddh                           Container started
32s         Normal   Created             pod/jaeger-54885dfdf-mbddh                           Container created
32s         Normal   Pulled              pod/jaeger-54885dfdf-mbddh                           Successfully pulled image "jaegertracing/all-in-one:1.54" in 1.859s (1.859s including waiting). Image size: 33344095 bytes.
30s         Normal   Pulled              pod/otel-collector-8584bc4d4c-rz8xb                  Successfully pulled image "otel/opentelemetry-collector-contrib:0.96.0" in 2.52s (4.222s including waiting). Image size: 65128183 bytes.
30s         Normal   Started             pod/otel-collector-8584bc4d4c-rz8xb                  Container started
30s         Normal   Created             pod/otel-collector-8584bc4d4c-rz8xb                  Container created
11s         Normal   SuccessfulCreate    replicaset/deploy-petstore-api-bccd8b8c5             Created pod: deploy-petstore-api-bccd8b8c5-hbqhm
11s         Normal   SuccessfulCreate    replicaset/deploy-petstore-orchestrator-864d54cc86   Created pod: deploy-petstore-orchestrator-864d54cc86-rd6fv
11s         Normal   Scheduled           pod/deploy-petstore-orchestrator-864d54cc86-rd6fv    Successfully assigned turbo-engine-e2e/deploy-petstore-orchestrator-864d54cc86-rd6fv to turbo-engine-e2e-control-plane
11s         Normal   ScalingReplicaSet   deployment/deploy-petstore-api                       Scaled up replica set deploy-petstore-api-bccd8b8c5 from 0 to 1
11s         Normal   ScalingReplicaSet   deployment/deploy-petstore-orchestrator              Scaled up replica set deploy-petstore-orchestrator-864d54cc86 from 0 to 1
11s         Normal   Scheduled           pod/deploy-petstore-api-bccd8b8c5-hbqhm              Successfully assigned turbo-engine-e2e/deploy-petstore-api-bccd8b8c5-hbqhm to turbo-engine-e2e-control-plane
10s         Normal   Started             pod/deploy-petstore-orchestrator-864d54cc86-rd6fv    Container started
10s         Normal   Created             pod/deploy-petstore-orchestrator-864d54cc86-rd6fv    Container created
10s         Normal   Pulled              pod/deploy-petstore-orchestrator-864d54cc86-rd6fv    Container image "turbo-engine/orchestrator:e2e" already present on machine and can be accessed by the pod
10s         Normal   Started             pod/deploy-petstore-api-bccd8b8c5-hbqhm              Container started
10s         Normal   Created             pod/deploy-petstore-api-bccd8b8c5-hbqhm              Container created
10s         Normal   Pulled              pod/deploy-petstore-api-bccd8b8c5-hbqhm              Container image "turbo-engine/petstore-mock:e2e" already present on machine and can be accessed by the pod
