LAST SEEN   TYPE     REASON              OBJECT                                               MESSAGE
39s         Normal   Scheduled           pod/deploy-petstore-orchestrator-59d957fb64-m9ndz    Successfully assigned turbo-engine-e2e/deploy-petstore-orchestrator-59d957fb64-m9ndz to turbo-engine-e2e-control-plane
39s         Normal   ScalingReplicaSet   deployment/deploy-petstore-api                       Scaled up replica set deploy-petstore-api-74768bbfdf from 0 to 1
39s         Normal   ScalingReplicaSet   deployment/deploy-petstore-orchestrator              Scaled up replica set deploy-petstore-orchestrator-59d957fb64 from 0 to 1
39s         Normal   Scheduled           pod/deploy-petstore-api-74768bbfdf-b94hx             Successfully assigned turbo-engine-e2e/deploy-petstore-api-74768bbfdf-b94hx to turbo-engine-e2e-control-plane
38s         Normal   Started             pod/deploy-petstore-orchestrator-59d957fb64-m9ndz    Container started
38s         Normal   Created             pod/deploy-petstore-orchestrator-59d957fb64-m9ndz    Container created
38s         Normal   Pulled              pod/deploy-petstore-orchestrator-59d957fb64-m9ndz    Container image "turbo-engine/orchestrator:e2e" already present on machine and can be accessed by the pod
38s         Normal   Started             pod/deploy-petstore-api-74768bbfdf-b94hx             Container started
38s         Normal   Created             pod/deploy-petstore-api-74768bbfdf-b94hx             Container created
38s         Normal   Pulled              pod/deploy-petstore-api-74768bbfdf-b94hx             Container image "turbo-engine/petstore-mock:e2e" already present on machine and can be accessed by the pod
