LAST SEEN   TYPE     REASON              OBJECT                                               MESSAGE
72s         Normal   Pulled              pod/otel-collector-8584bc4d4c-87sw7                  Successfully pulled image "otel/opentelemetry-collector-contrib:0.96.0" in 2.608s (4.627s including waiting). Image size: 65128183 bytes.
72s         Normal   Started             pod/otel-collector-8584bc4d4c-87sw7                  Container started
72s         Normal   Created             pod/otel-collector-8584bc4d4c-87sw7                  Container created
29s         Normal   SuccessfulCreate    replicaset/deploy-petstore-api-8ff484989             Created pod: deploy-petstore-api-8ff484989-f8q7t
29s         Normal   SuccessfulCreate    replicaset/deploy-petstore-orchestrator-5ff5cfcbc6   Created pod: deploy-petstore-orchestrator-5ff5cfcbc6-kckcl
29s         Normal   Scheduled           pod/deploy-petstore-orchestrator-5ff5cfcbc6-kckcl    Successfully assigned turbo-engine-e2e/deploy-petstore-orchestrator-5ff5cfcbc6-kckcl to turbo-engine-e2e-control-plane
29s         Normal   ScalingReplicaSet   deployment/deploy-petstore-api                       Scaled up replica set deploy-petstore-api-8ff484989 from 0 to 1
29s         Normal   ScalingReplicaSet   deployment/deploy-petstore-orchestrator              Scaled up replica set deploy-petstore-orchestrator-5ff5cfcbc6 from 0 to 1
29s         Normal   Scheduled           pod/deploy-petstore-api-8ff484989-f8q7t              Successfully assigned turbo-engine-e2e/deploy-petstore-api-8ff484989-f8q7t to turbo-engine-e2e-control-plane
28s         Normal   Started             pod/deploy-petstore-orchestrator-5ff5cfcbc6-kckcl    Container started
28s         Normal   Created             pod/deploy-petstore-orchestrator-5ff5cfcbc6-kckcl    Container created
28s         Normal   Pulled              pod/deploy-petstore-orchestrator-5ff5cfcbc6-kckcl    Container image "turbo-engine/orchestrator:e2e" already present on machine and can be accessed by the pod
28s         Normal   Started             pod/deploy-petstore-api-8ff484989-f8q7t              Container started
28s         Normal   Created             pod/deploy-petstore-api-8ff484989-f8q7t              Container created
28s         Normal   Pulled              pod/deploy-petstore-api-8ff484989-f8q7t              Container image "turbo-engine/petstore-mock:e2e" already present on machine and can be accessed by the pod
