LAST SEEN   TYPE     REASON              OBJECT                                               MESSAGE
34s         Normal   SuccessfulCreate    replicaset/explorer-5465b84fd                        Created pod: explorer-5465b84fd-n4wpg
33s         Normal   Started             pod/envmanager-76c64c8cc9-r585t                      Container started
33s         Normal   Created             pod/turbo-engine-operator-7cd95f4bc4-w5mvh           Container created
33s         Normal   Pulling             pod/jaeger-54885dfdf-2b9ts                           Pulling image "jaegertracing/all-in-one:1.54"
33s         Normal   Created             pod/registry-7d5f66bcd8-srgpn                        Container created
33s         Normal   Started             pod/gateway-586c64fdf5-h8ph6                         Container started
33s         Normal   Pulled              pod/registry-7d5f66bcd8-srgpn                        Container image "turbo-engine/registry:e2e" already present on machine and can be accessed by the pod
33s         Normal   Started             pod/registry-7d5f66bcd8-srgpn                        Container started
33s         Normal   Started             pod/explorer-5465b84fd-n4wpg                         Container started
33s         Normal   Created             pod/explorer-5465b84fd-n4wpg                         Container created
33s         Normal   Started             pod/builder-678474bf88-spmbw                         Container started
33s         Normal   Pulled              pod/explorer-5465b84fd-n4wpg                         Container image "turbo-engine/explorer:e2e" already present on machine and can be accessed by the pod
33s         Normal   Started             pod/console-78fbd5c84-sjv6p                          Container started
33s         Normal   Pulled              pod/turbo-engine-operator-7cd95f4bc4-w5mvh           Container image "turbo-engine/operator:e2e" already present on machine and can be accessed by the pod
33s         Normal   Pulling             pod/otel-collector-8584bc4d4c-gmjk4                  Pulling image "otel/opentelemetry-collector-contrib:0.96.0"
33s         Normal   Started             pod/turbo-engine-operator-7cd95f4bc4-w5mvh           Container started
32s         Normal   Pulled              pod/jaeger-54885dfdf-2b9ts                           Successfully pulled image "jaegertracing/all-in-one:1.54" in 1.425s (1.425s including waiting). Image size: 33344095 bytes.
32s         Normal   Started             pod/jaeger-54885dfdf-2b9ts                           Container started
32s         Normal   Created             pod/jaeger-54885dfdf-2b9ts                           Container created
30s         Normal   Pulled              pod/otel-collector-8584bc4d4c-gmjk4                  Successfully pulled image "otel/opentelemetry-collector-contrib:0.96.0" in 1.921s (3.25s including waiting). Image size: 65128183 bytes.
30s         Normal   Started             pod/otel-collector-8584bc4d4c-gmjk4                  Container started
30s         Normal   Created             pod/otel-collector-8584bc4d4c-gmjk4                  Container created
11s         Normal   SuccessfulCreate    replicaset/deploy-petstore-api-597d6745fc            Created pod: deploy-petstore-api-597d6745fc-5zpfv
11s         Normal   SuccessfulCreate    replicaset/deploy-petstore-orchestrator-7649c5574d   Created pod: deploy-petstore-orchestrator-7649c5574d-7wwck
11s         Normal   Scheduled           pod/deploy-petstore-orchestrator-7649c5574d-7wwck    Successfully assigned turbo-engine-e2e/deploy-petstore-orchestrator-7649c5574d-7wwck to turbo-engine-e2e-control-plane
11s         Normal   ScalingReplicaSet   deployment/deploy-petstore-api                       Scaled up replica set deploy-petstore-api-597d6745fc from 0 to 1
11s         Normal   ScalingReplicaSet   deployment/deploy-petstore-orchestrator              Scaled up replica set deploy-petstore-orchestrator-7649c5574d from 0 to 1
11s         Normal   Scheduled           pod/deploy-petstore-api-597d6745fc-5zpfv             Successfully assigned turbo-engine-e2e/deploy-petstore-api-597d6745fc-5zpfv to turbo-engine-e2e-control-plane
10s         Normal   Started             pod/deploy-petstore-orchestrator-7649c5574d-7wwck    Container started
10s         Normal   Created             pod/deploy-petstore-orchestrator-7649c5574d-7wwck    Container created
10s         Normal   Pulled              pod/deploy-petstore-orchestrator-7649c5574d-7wwck    Container image "turbo-engine/orchestrator:e2e" already present on machine and can be accessed by the pod
10s         Normal   Started             pod/deploy-petstore-api-597d6745fc-5zpfv             Container started
10s         Normal   Created             pod/deploy-petstore-api-597d6745fc-5zpfv             Container created
10s         Normal   Pulled              pod/deploy-petstore-api-597d6745fc-5zpfv             Container image "turbo-engine/petstore-mock:e2e" already present on machine and can be accessed by the pod
